Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 137.0.7151.70,,,14-06-2025 20:42:25,14-06-2025 20:42:26,0.089s,PASSED
"click(findTestObject(""employee/addEmployee/btn_manageEmployee""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:26,14-06-2025 20:42:26,0.700s,PASSED
"click(findTestObject(""employee/edit/btnEdit""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:26,14-06-2025 20:42:27,0.597s,PASSED
"setText(findTestObject(""employee/edit/txtName""), hoten)",Chrome 137.0.7151.70,,,14-06-2025 20:42:27,14-06-2025 20:42:28,1.032s,PASSED
"click(findTestObject(""employee/edit/selectGender""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:28,14-06-2025 20:42:28,0.372s,PASSED
"selectOptionByValue(findTestObject(""employee/edit/selectGender""), gender, false)",Chrome 137.0.7151.70,,,14-06-2025 20:42:28,14-06-2025 20:42:29,0.557s,PASSED
"setText(findTestObject(""employee/edit/txtDOB""), dob)",Chrome 137.0.7151.70,,,14-06-2025 20:42:29,14-06-2025 20:42:30,0.774s,PASSED
"setText(findTestObject(""employee/edit/txtCCCD""), cccd)",Chrome 137.0.7151.70,,,14-06-2025 20:42:30,14-06-2025 20:42:30,0.639s,PASSED
"setText(findTestObject(""employee/edit/txtPhoneNumber""), phone)",Chrome 137.0.7151.70,,,14-06-2025 20:42:30,14-06-2025 20:42:31,0.736s,PASSED
"click(findTestObject(""employee/edit/selectPosition""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:31,14-06-2025 20:42:31,0.452s,PASSED
"selectOptionByValue(findTestObject(""employee/edit/selectPosition""), postion, false)",Chrome 137.0.7151.70,,,14-06-2025 20:42:31,14-06-2025 20:42:32,0.640s,PASSED
"setText(findTestObject(""employee/edit/txtWorkingTime""), workTime)",Chrome 137.0.7151.70,,,14-06-2025 20:42:32,14-06-2025 20:42:33,0.650s,PASSED
"click(findTestObject(""employee/edit/btnUpdate""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:33,14-06-2025 20:42:33,0.348s,PASSED
waitForAlert(2),Chrome 137.0.7151.70,,,14-06-2025 20:42:33,14-06-2025 20:42:33,0.037s,PASSED
verifyAlertPresent(2),Chrome 137.0.7151.70,"Show alert edit fail: ""Error updating employee. Please try again.""",,14-06-2025 20:42:33,14-06-2025 20:42:33,0.013s,PASSED
acceptAlert(),Chrome 137.0.7151.70,,,14-06-2025 20:42:33,14-06-2025 20:42:33,0.023s,PASSED
delay(2),Chrome 137.0.7151.70,,,14-06-2025 20:42:33,14-06-2025 20:42:35,2.005s,PASSED
closeBrowser(),Chrome 137.0.7151.70,,,14-06-2025 20:42:35,14-06-2025 20:42:36,0.528s,PASSED
,,,,,,,
Test Cases/employee/edit/employee_edit_fail,Chrome 137.0.7151.70,,,14-06-2025 20:42:36,14-06-2025 20:42:48,12.731s,PASSED
"DATA BINDING - {""gender"":""male"",""phone"":""0369741258"",""dob"":""1/1/1970"",""postion"":""guard"",""hoten"":""Nhân viên B2"",""workTime"":""19h - 7h"",""cccd"":""3315581564""}",,,,,,,
"openBrowser(""http://localhost:4200/manage-resident"")",Chrome 137.0.7151.70,,,14-06-2025 20:42:36,14-06-2025 20:42:39,3.594s,PASSED
maximizeWindow(),Chrome 137.0.7151.70,,,14-06-2025 20:42:39,14-06-2025 20:42:39,0.089s,PASSED
"click(findTestObject(""employee/addEmployee/btn_manageEmployee""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:39,14-06-2025 20:42:40,0.546s,PASSED
"click(findTestObject(""employee/edit/btnEdit""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:40,14-06-2025 20:42:41,0.543s,PASSED
"setText(findTestObject(""employee/edit/txtName""), hoten)",Chrome 137.0.7151.70,,,14-06-2025 20:42:41,14-06-2025 20:42:41,0.943s,PASSED
"click(findTestObject(""employee/edit/selectGender""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:41,14-06-2025 20:42:42,0.325s,PASSED
"selectOptionByValue(findTestObject(""employee/edit/selectGender""), gender, false)",Chrome 137.0.7151.70,,,14-06-2025 20:42:42,14-06-2025 20:42:42,0.513s,PASSED
"setText(findTestObject(""employee/edit/txtDOB""), dob)",Chrome 137.0.7151.70,,,14-06-2025 20:42:42,14-06-2025 20:42:43,0.667s,PASSED
"setText(findTestObject(""employee/edit/txtCCCD""), cccd)",Chrome 137.0.7151.70,,,14-06-2025 20:42:43,14-06-2025 20:42:44,0.609s,PASSED
"setText(findTestObject(""employee/edit/txtPhoneNumber""), phone)",Chrome 137.0.7151.70,,,14-06-2025 20:42:44,14-06-2025 20:42:44,0.586s,PASSED
"click(findTestObject(""employee/edit/selectPosition""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:44,14-06-2025 20:42:45,0.390s,PASSED
"selectOptionByValue(findTestObject(""employee/edit/selectPosition""), postion, false)",Chrome 137.0.7151.70,,,14-06-2025 20:42:45,14-06-2025 20:42:45,0.554s,PASSED
"setText(findTestObject(""employee/edit/txtWorkingTime""), workTime)",Chrome 137.0.7151.70,,,14-06-2025 20:42:45,14-06-2025 20:42:46,0.560s,PASSED
"click(findTestObject(""employee/edit/btnUpdate""))",Chrome 137.0.7151.70,,,14-06-2025 20:42:46,14-06-2025 20:42:46,0.296s,PASSED
waitForAlert(2),Chrome 137.0.7151.70,,,14-06-2025 20:42:46,14-06-2025 20:42:46,0.024s,PASSED
verifyAlertPresent(2),Chrome 137.0.7151.70,"Show alert edit fail: ""Error updating employee. Please try again.""",,14-06-2025 20:42:46,14-06-2025 20:42:46,0.016s,PASSED
acceptAlert(),Chrome 137.0.7151.70,,,14-06-2025 20:42:46,14-06-2025 20:42:46,0.012s,PASSED
delay(2),Chrome 137.0.7151.70,,,14-06-2025 20:42:46,14-06-2025 20:42:48,2.005s,PASSED
closeBrowser(),Chrome 137.0.7151.70,,,14-06-2025 20:42:48,14-06-2025 20:42:48,0.421s,PASSED
