Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"DATA BINDING - {""residentName"":""Huy Cao"",""numberOfApartme..."":""305"",""status"":""available""}",,,,,,,
"openBrowser(""http://localhost:4200/manage-resident"")",Chrome 137.0.7151.70,,,14-06-2025 20:28:40,14-06-2025 20:28:44,3.624s,PASSED
maximizeWindow(),Chrome 137.0.7151.70,,,14-06-2025 20:28:44,14-06-2025 20:28:44,0.104s,PASSED
"click(findTestObject(""apartment/add/btn_manageAparment""))",Chrome 137.0.7151.70,,,14-06-2025 20:28:44,14-06-2025 20:28:45,0.435s,PASSED
"click(findTestObject(""apartment/add/btnAdd""))",Chrome 137.0.7151.70,,,14-06-2025 20:28:45,14-06-2025 20:28:45,0.670s,PASSED
"setText(findTestObject(""apartment/add/txtNumberOfApart""), numberOfApartment)",Chrome 137.0.7151.70,,,14-06-2025 20:28:45,14-06-2025 20:28:46,0.934s,PASSED
"click(findTestObject(""apartment/add/selectStatus""))",Chrome 137.0.7151.70,,,14-06-2025 20:28:46,14-06-2025 20:28:47,0.398s,PASSED
"selectOptionByValue(findTestObject(""apartment/add/selectStatus""), status, false)",Chrome 137.0.7151.70,,,14-06-2025 20:28:47,14-06-2025 20:28:47,0.551s,PASSED
"click(findTestObject(""apartment/add/selectResident""))",Chrome 137.0.7151.70,,,14-06-2025 20:28:47,14-06-2025 20:28:47,0.342s,PASSED
"selectOptionByValue(findTestObject(""apartment/add/selectResident""), residentName, false)",Chrome 137.0.7151.70,,,14-06-2025 20:28:47,14-06-2025 20:28:48,0.530s,PASSED
"click(findTestObject(""apartment/add/btnSubmit""))",Chrome 137.0.7151.70,,,14-06-2025 20:28:48,14-06-2025 20:28:48,0.371s,PASSED
waitForAlert(2),Chrome 137.0.7151.70,,,14-06-2025 20:28:48,14-06-2025 20:28:48,0.037s,PASSED
verifyAlertPresent(2),Chrome 137.0.7151.70,"Show alert add fail: ""Error adding apartment. Please try again.""",,14-06-2025 20:28:48,14-06-2025 20:28:48,0.016s,PASSED
acceptAlert(),Chrome 137.0.7151.70,,,14-06-2025 20:28:48,14-06-2025 20:28:48,0.019s,PASSED
delay(2),Chrome 137.0.7151.70,,,14-06-2025 20:28:48,14-06-2025 20:28:50,2.007s,PASSED
closeBrowser(),Chrome 137.0.7151.70,,,14-06-2025 20:28:50,14-06-2025 20:28:51,0.698s,PASSED
